,Product_Name,Price,Description,Image_URL,Product_Link
104,Contrast Shirred One-Shoulder Midi Dress,"209,90 EUR","– True to size, fit, and flare
  – Soft and stretchy rib bodice
  – Poplin skirt
  – Organic rib jersey
  – Long midi length
  – 100% Cotton
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8023b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023b7.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8023b.jpg']",https://www.esthe.co.uk/product/contrast-shirred-one-shoulder-midi-dress-black/
105,Contrast Shirred One-Shoulder Midi Dress,"209,90 EUR","– True to size, fit, and flare
  – Soft and stretchy rib bodice
  – Poplin skirt
  – Organic rib jersey
  – Long midi length
  – 100% Cotton
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8023a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8023a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8023a.jpg']",https://www.esthe.co.uk/product/contrast-shirred-one-shoulder-midi-dress-off-white/
106,Cotton Volume Sleeve Mini Dress,"209,90 EUR","– Lightweight non-stretch cotton fabric
  – Adjustable channelled gathering at sleeves and dress
  – Zip fastening at back
  – 100% Cotton
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8021a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8021a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8021a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8021a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8021a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8021a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8021a.jpg']",https://www.esthe.co.uk/product/cotton-volume-sleeve-mini-dress-off-white/
107,Cut-Out Bikini Top with Trim,"49,90 EUR 39,90 EUR","– Stretchy material
  – Fully lined
  – Elasticated hem
  – Pearl and gold trim
  -94% polyester – 6% elastane
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8020a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8020a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8020a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8020a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8020a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8020a.jpg']",https://www.esthe.co.uk/product/cut-out-bikini-top-with-trim-orange/
108,Cut-Out Bikini Top with Trim,"49,90 EUR 39,90 EUR","– Stretchy material
  – Fully lined
  – Elasticated hem
  – Pearl and gold trim
  -94% polyester – 6% elastane
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8020b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8020b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8020b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8020b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8020b.jpg']",https://www.esthe.co.uk/product/cut-out-bikini-top-with-trim-white/
109,Cut-Out Mini Dress,"129,90 EUR","– Contrast, lightweight fabrics
  – Semi-sheer sleeves and waist panel
  – Cut-out details
  – Mini length
  – True to size
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6021a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6021a7.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6021a.jpg']",https://www.esthe.co.uk/product/cut-out-mini-dress-black/
110,Cut-Out Swimsuit with Trim,"79,90 EUR 49,90 EUR","– Stretch fabric
  – Pearl and gold trim
  – Designed for a slightly tight fit
  – 88% polyamide – 12% elastane
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3054a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3054a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3054a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3054a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3054a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3054a.jpg']",https://www.esthe.co.uk/product/cut-out-swimsuit-with-trim-orange/
111,Double Layered Ribbed Bralette,"46,90 EUR 29,90 EUR","– Stretch ribbed fabric
  – Elasticated band
  – No back fastening
  – Double adjustable shoulder straps
  – Designed for a tight fit
  – 95% cotton – 5% elastane
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/111-7826c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/111-7826c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/111-7826c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/111-7826c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/111-7826c5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/111-7826c.jpg']",https://www.esthe.co.uk/product/double-layered-ribbed-bralette-off-white/
112,Gathered Corset Strappy Top,"109,90 EUR 69,90 EUR","– True to size
  – Lightweight fabric
  – Fully lined
  – Boning at seams
  – Gathered details
  – Adjustable straps
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6033a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6033a.jpg']",https://www.esthe.co.uk/product/gathered-corset-strappy-top-pink/
113,Gathered Corset Strappy Top,"109,90 EUR 69,90 EUR","– True to size
  – Lightweight fabric
  – Fully lined
  – Boning at seams
  – Gathered details
  – Adjustable straps
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6033b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033b7.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6033b.jpg']",https://www.esthe.co.uk/product/gathered-corset-strappy-top-black/
114,Gathered Corset Strappy Top,"109,90 EUR","– True to size
  – Lightweight fabric
  – Fully lined
  – Boning at seams
  – Gathered details
  – Adjustable straps
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6033c1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033c2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033c3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033c4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033c5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6033c6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6033c.jpg']",https://www.esthe.co.uk/product/gathered-corset-strappy-top-orange/
115,Gathered Corset Tank Top,"94,90 EUR","– Lightweight fabric
  – Gathered seam detail
  – Keyhole opening at front
  – True to size
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6026a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6026a.jpg']",https://www.esthe.co.uk/product/gathered-corset-tank-top-pink/
116,Gathered Corset Tank Top,"94,90 EUR","– Lightweight fabric
  – Gathered seam detail
  – Keyhole opening at front
  – True to size
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6026b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6026b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6026b.jpg']",https://www.esthe.co.uk/product/gathered-corset-tank-top-white/
117,Gathered Semi-Sheer Midi Skirt,"109,90 EUR","– Lightweight, stretch fabric
  – Designed for a slightly tight fit
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6034b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6034b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6034b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6034b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6034b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6034b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6034b.jpg']",https://www.esthe.co.uk/product/gathered-semi-sheer-midi-skirt-black/
118,Jellyfish Pleated Bag,"69,90 EUR","– Pleated outer fabric
– Internal compartments
– Fully lined
– Adjustable shoulder strap
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-30631.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-30632.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3063.jpg']",https://www.esthe.co.uk/product/jellyfish-pleated-bag-light-energy-print/
119,Jellyfish Pleated Bag,"70,00 EUR","– Pleated outer fabric
– Internal compartments
– Fully lined
– Adjustable shoulder strap
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3064a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3064a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3064a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3064a.jpg']",https://www.esthe.co.uk/product/jellyfish-pleated-bag-green/
120,Long Midi Cut-Out Dress,"229,90 EUR","– True to size
  – Lightweight, elastic fabric
  – Cutout details
  – Long midi length
  – Fully lined
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8016a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8016a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8016a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8016a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8016a.jpg']",https://www.esthe.co.uk/product/long-midi-cut-out-dress-black/
121,Low Waist Long Cut Trousers,"164,90 EUR","– Medium weight non-stretch fabric
  – No waistband, concealed zipper at the side seam
  – Concealed side seam pockets
  – Designed for a regular fit
  – 100% Cotton
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3052a.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3052a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3052a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3052a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3052a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3052a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3052a.jpg']",https://www.esthe.co.uk/product/low-waist-long-cut-trousers-off-white/
122,Open Draped Back Midi Dress,"119,90 EUR","– Lightweight, stretch fabric
  – Gathering detail
  – Open, draped back
– Straps finished with pearls
  – True to size
  – 95% Viscose Eco – 5% Elastane
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3056a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3056a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3056a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3056a.jpg']",https://www.esthe.co.uk/product/open-draped-back-midi-dress-black/
123,Organza Jumper,"89,90 EUR 59,90 EUR","– Sheer round-neck sweatshirt
  – Lightweight, non-stretchy fabric
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6025b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6025b.jpg']",https://www.esthe.co.uk/product/organza-jumper-pink/
124,Organza Jumper,"89,90 EUR 59,90 EUR","– Sheer round-neck sweatshirt
  – Lightweight, non-stretchy fabric
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-6025a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-6025a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-6025a.jpg']",https://www.esthe.co.uk/product/organza-jumper-orange/
125,Pleated Draped Top with Neck Trim,"84,90 EUR 49,90 EUR","– Relaxed fit
  – Lightweight pleated fabric
  – Metallic neckline trim
  – Fabric overlay at front
  – Cropped length
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8015a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015a6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8015a.jpg']",https://www.esthe.co.uk/product/pleated-draped-top-with-neck-trim-orange/
126,Pleated Draped Top with Neck Trim,"84,90 EUR 49,90 EUR","– Relaxed fit
  – Lightweight pleated fabric
  – Metallic neckline trim
  – Fabric overlay at front
  – Cropped length
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-8015b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-8015b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-8015b.jpg']",https://www.esthe.co.uk/product/pleated-draped-top-with-neck-trim-black/
127,Pleated Oversized Scallop Edge Top,"109,90 EUR 89,90 EUR","– Medium weight, semi-stretched fabric
– Cut for a regular to a loose fit
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3071a1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071a2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071a3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071a4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071a5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3071a.jpg']",https://www.esthe.co.uk/product/pleated-oversized-scallop-edge-top-orange/
128,Pleated Oversized Scallop Edge Top,"109,90 EUR 89,90 EUR","– Medium weight, semi-stretched fabric
– Cut for a regular to a loose fit
– 100% polyester
– Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3071b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b6.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3071b7.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3071b.jpg']",https://www.esthe.co.uk/product/pleated-oversized-scallop-edge-top-black/
129,Pleated Shorts,"54,90 EUR","– Medium weight, semi-stretched fabric
  – Cut for a regular to a loose fit
– 100% polyester
  – Made In Europe","['https://41f1f3d5.flyingcdn.com/wp-content/uploads/2023/02/132-3069b1.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3069b2.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3069b3.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3069b4.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/02/132-3069b5.jpg', 'https://www.esthe.co.uk/wp-content/uploads/2023/01/132-3069b.jpg']",https://www.esthe.co.uk/product/pleated-shorts-pink/
